Water demand,System deficit,Junction 1 deficit,Junction 2 deficit,Junction 3 deficit,Junction 5 deficit,Junction 6 deficit,Junction 7 deficit,Junction 8 deficit,Junction 9 deficit,Junction 10 deficit,Junction 13 deficit,Junction 14 deficit,Junction 15 deficit,Junction 16 deficit,Junction 18 deficit,Junction 19 deficit,Junction 28 deficit
1.26037898,51284.82548,0,0.000164355,0,0,0.000306985,0,0,0.000449615,0.00071315,0.0019422,0.00032871,51284.8207,0,0,7.67E-05,0.00079932
1.265602074,51497.35341,0.000536237,0,0,5.97E-05,0.000171443,0,0.000703476,0.000638262,0.00038097,0.00142211,0,51497.34839,0,0.000542732,0.000563367,0
1.270825168,51709.883,8.52E-05,0.000221455,0,0.000459109,3.59E-05,0,0,0.000826909,4.88E-05,0.00090202,0.000442911,51709.87609,0.00033301,0.001249574,0,0.002308112
1.276048262,51922.40507,0,0,0,0,0,0,0.000880763,0,0,0.00038193,0,51922.40378,2.23E-05,0,0,0
1.281271356,52134.93803,0,0.000278556,0,0.00028129,0,0.000860145,0,0,0,0,0.000557112,52134.93148,0.000688116,0,7.02E-05,0.003816904
1.28649445,52347.46179,0.00068535,0,0,0,0,0.000715875,0,0,0,0,0,52347.45917,0,0,0.00055685,0.00066505
1.291717544,52559.98986,0.000234347,0.000335656,0,0.000103472,0,0.000571605,0.000170131,0,0.000673195,0,0.000671313,52559.98687,6.67E-05,0.000170692,0,0
1.296940638,52772.52005,0,0,0.00094099,0,0,0.000427335,0,0,0.000341015,0,0,52772.51456,0.000732493,0.000877534,0,0.002173842
1.302163732,52985.04825,0,0.000392757,0.00084036,0,0,0.000283065,0.000347418,5.67E-06,8.83E-06,0.00168773,0.000785514,52985.04226,0,0.001584376,6.37E-05,0
1.307386826,53197.57769,0.000834463,0,0.00073973,0.000325025,0,0.000138795,0,0.000194313,0,0.00116764,0,53197.56995,0.000111036,0,0.000550333,0.003682634
1.31260992,53410.10508,0.00038346,0.000449857,0.0006391,0,0.00090469,0,0.000524705,0.00038296,0.0012976,0.00064755,0.000899715,53410.09764,0.00077687,0,0,0.00053078
1.317833014,53622.63136,0,0.000966689,0.00053847,0.000147207,0.000769148,0,0,0.000571607,0.00096542,0.00012746,0.001933378,53622.62534,0,0,0,0
1.323056108,53835.16048,0,0.000506958,0.00043784,0,0.000633606,0,0.000701992,0.000760254,0.00063324,0,0.001013916,53835.15303,0.000155413,0.000505494,5.72E-05,0.002039572
1.328279202,54047.68553,0,4.72E-05,0.00033721,0,0.000498064,0,0,0.000948901,0.00030106,0,9.45E-05,54047.68073,0.000821247,0.001212336,0.000543816,0
1.333502296,54260.21627,0.000532573,0,0.00023658,0.00036876,0.000362522,0,0.000879279,0,0,0,0,54260.20842,0,0.001919178,0,0.003548364
1.33872539,54472.73716,8.16E-05,0,0.00013595,0,0.00022698,0,0,0,0,0,0,54472.73612,0.00019979,0,0,0.00039651
1.343948484,54685.26834,0,0.000621159,3.53E-05,0.000190942,9.14E-05,0,0,0,0,0.00143326,0.001242318,54685.26381,0.000865624,0,5.06E-05,0
1.349171578,54897.79659,0,0.000161428,0,0,0,0.00093776,0.000168647,0,0,0.00091317,0.000322856,54897.79151,0,0.000133454,0.000537299,0.001905302
1.354394672,55110.32217,0.000681686,0,0,1.31E-05,0,0.00079349,0,0,0,0.00039308,0,55110.3192,0.000244167,0.000840296,0,0
1.359617766,55322.85454,0.000230683,0,0,0.000412495,0,0.00064922,0.000345934,0.000127658,0,0,0,55322.8469,0.000910001,0.001547138,0,0.003414094
1.36484086,55535.37981,0,0.00073536,0,0,0,0.00050495,0,0.000316305,0.00188205,0,0.00147072,55535.37459,0,0,4.41E-05,0.00026224
1.370063954,55747.90711,0,0.000275629,0,0.000234677,0,0.00036068,0.000523221,0.000504952,0.00154987,0,0.000551258,55747.90229,0.000288544,0,0.000530782,0
1.375287048,55960.43567,0.000830799,0,0,0,0,0.00021641,0,0.000693599,0.00121769,0,0,55960.42998,0.000954378,0,0,0.001771032
1.380510142,56172.96282,0.000379796,0,0,5.69E-05,0,7.21E-05,0.000700508,0.000882246,0.00088551,0.00169888,0,56172.95768,0,0.000468256,0,0
1.385733236,56385.4959,0,0.000849561,0,0.00045623,0.000960227,0,0,0,0.00055333,0.00117879,0.001699122,56385.48537,0.000332921,0.001175098,3.76E-05,0.003279824
1.39095633,56598.01935,0,0.00038983,0,0,0.000824685,0,0.000877795,0,0.00022115,0.0006587,0.00077966,56598.01307,0,0.00188194,0.000524265,0.00012797
1.396179424,56810.54187,0,0,0,0.000278412,0.000689143,0,0,0,0,0.00013861,0,56810.54076,0,0,0,0
1.401402518,57023.07244,0.000528909,0,0.000881515,0,0.000553601,0,0,0,0,0,0,57023.06846,0.000377298,0,0,0.001636762
1.406625612,57235.60072,7.79E-05,0.000963762,0.000780885,0.000100593,0.000418059,0,0.000167163,0,0,0,0.001927524,57235.59615,0,9.62E-05,3.11E-05,0
1.411848706,57448.13085,0,0.000504031,0.000680255,0,0.000282517,0,0,6.10E-05,0,0,0.001008062,57448.12385,0,0.000803058,0.000517748,0.003145554
1.4170718,57660.65593,0,4.43E-05,0.000579625,0,0.000146975,0,0.00034445,0.00024965,0,0,8.86E-05,57660.65154,0.000421675,0.0015099,0.0010044,0
1.422294894,57873.18449,0.000678022,0,0,0.000322147,1.14E-05,0.000871105,0,0.000438297,0,0.00144441,0,57873.17924,0,0,0.001491052,0
1.427517988,58085.71326,0.000227019,0,0,0,0,0.000726835,0.000521737,0.000626944,0.00180214,0.00092432,0,58085.70693,0,0,0,0.001502492
1.432741082,58298.24036,0,0.000618232,0,0.000144328,0,0.000582565,0,0.000815591,0.00146996,0.00040423,0.001236464,58298.23463,0.000466052,0,0,0
1.437964176,58510.76851,0,0.000158501,0,0,0,0.000438295,0.000699024,0,0.00113778,0,0.000317002,58510.76232,0,0.000431018,0,0.003011284
1.44318727,58723.29308,0.000827135,0,0,0,0,0.000294025,0,0,0.0008056,0,0,58723.29002,0,0.00113786,0,0
1.448410364,58935.82425,0.000376132,0,0.00192897,0.000365882,0,0.000149755,0.000876311,0,0.00047342,0,0,58935.81771,0.000510429,0.001844702,1.81E-05,0
1.453633458,59148.35145,0,0.000732433,0.00182834,0,0,5.48E-06,0,0,0.00014124,0,0.001464866,59148.34541,0,0,0.000504714,0.001368222
1.458856552,59360.8803,0,0.000272702,0.00172771,0.000188063,0,0,0,0.001758826,0,0.00171003,0.000545404,59360.8731,0,0,0.000991366,0
1.464079646,59573.4106,0.000976248,0,0.00162708,0,0.000880222,0,0.000165679,0,0,0.00118994,0,59573.4008,0.000554806,5.90E-05,0.001478018,0.002877014
1.46930274,59785.93273,0.000525245,0,0.00152645,1.02E-05,0.00074468,0,0,0,0,0.00066985,0,59785.92849,0,0.00076582,0,0
1.474525834,59998.46358,7.42E-05,0.000846634,0.00142582,0.000409617,0.000609138,0,0.000342966,0.000371642,0,0.00014976,0.001693268,59998.45619,0,0.001472662,0,0
1.479748928,60210.98867,0,0.000386903,0.00132519,0,0.000473596,0,0,0,0,0,0.000773806,60210.98388,0.000599183,0,0,0.001233952
1.484972022,60423.51464,0,0,0.00122456,0.000231798,0.000338054,0,0.000520253,0.000748936,0,0,0,60423.51158,0,0,0,0
1.490195116,60636.04669,0.000674358,0,0.00112393,0,0.000202512,0.00094872,0,0,0.00172223,0,0,60636.03927,0,0,5.03E-06,0.002742744
1.49541821,60848.57676,0.000223355,0.000960835,0.0010233,5.40E-05,6.70E-05,0.00080445,0.00069754,0.00112623,0.00139005,0,0.00192167,60848.56696,0.00064356,0.00039378,0.00049168,0
1.500641304,61061.10455,0,0.000501104,0.00092267,0.000453352,0,0.00066018,0.001762746,0,0.00105787,0.00145556,0.001002208,61061.09466,0,0.001100622,0.000978332,0
1.505864398,61273.63138,0,4.14E-05,0.00082204,0,0,0.00051591,0,0.001503524,0.00072569,0.00093547,8.27E-05,61273.62235,2.21E-05,0.001807464,0.001464984,0.001099682
1.511087492,61486.15569,0.000823471,0,0.00072141,0.000275533,0,0.00037164,0,0,0.00039351,0.00041538,0,61486.15005,0.000687937,0,0.001951636,0
1.516310586,61698.68457,0.000372468,0,0.00062078,0,0,0.00022737,0.001052114,0.001880818,6.13E-05,0,0,61698.67774,0,0,0,0.002608474
1.52153368,61911.20819,0,0.000615305,0.00052015,9.77E-05,0,8.31E-05,0,0.00011634,0,0,0.00123061,61911.20544,6.65E-05,2.17E-05,0,0
1.526756774,62123.73548,0,0.000155574,0.00041952,0,0,0,0,0,0,0,0.000311148,62123.73313,0.000732314,0.000728582,0,0
1.531979868,62336.26536,0.000972584,0,0.00031889,0,0,0,0.000341482,0.000493634,0,0,0,62336.26083,0,0.001435424,0,0.000965412
1.537202962,62548.79638,0.000521581,0,0.00021826,0.000319268,0.000935759,0,0.001406688,0,0,0.00172118,0,62548.78852,0.000110857,0.002142266,0.000478646,0
1.542426056,62761.32853,7.06E-05,0.000729506,0.00011763,0,0.000800217,0,0,0.000870928,0,0.00120109,0.001459012,62761.31622,0.000776691,0.002849108,0.000965298,0.002474204
1.54764915,62973.85123,0,0.000269775,1.70E-05,0.00014145,0.000664675,0,0,0,0,0.000681,0.00053955,62973.84391,0,0.00355595,0.00145195,0
1.552872244,63186.37798,0,0,0,0,0.000529133,0,0.000696056,0.001248222,0.00164232,0.00016091,0,63186.37161,0.000155234,0,0.001938602,0
1.558095338,63398.90509,0.000670694,0,0,0,0.000393591,0,0.001761262,0,0.00131014,0,0,63398.8993,0.000821068,0,0,0.000831142
1.563318432,63611.43386,0.000219691,0.000843707,0,0.000363003,0.000258049,0.000882065,0,0.001625516,0.00097796,0,0.001687414,63611.427,0,0,0,0
1.568541526,63823.95989,0,0.000383976,0,0,0.000122507,0.000737795,0,0,0.00064578,0,0.000767952,63823.95469,0.000199611,0,0,0.002339934
1.57376462,64036.4854,0,0,0,0.000185185,0,0.000593525,0.00105063,0,0.0003136,0,0,64036.48239,0.000865445,0,0,0
1.578987714,64249.01737,0.000819807,0,0,0,0,0.000449255,0,0.000238332,0,0.00146671,0,64249.01008,0,0,0.000465612,0.003848726
1.584210808,64461.54486,0.000368804,0.000957908,0,7.37E-06,0,0.000304985,0,0,0,0.00094662,0.001915816,64461.53778,0.000243988,0.000691344,0.000952264,0.000696872
1.589433902,64674.07266,0,0.000498177,0,0.000406738,0,0.000160715,0.000339998,0.000615626,0,0.00042653,0.000996354,64674.06547,0.000909822,0.001398186,0.001438916,0
1.594656996,64886.60094,0,3.84E-05,0,0,0,1.64E-05,0.001405204,0,0,0,7.69E-05,64886.59317,0,0.002105028,0.001925568,0.002205664
1.59988009,65099.12615,0.00096892,0,0,0.00022892,0,0,0,0.00099292,0,0,0,65099.12086,0.000288365,0.00281187,0,0
1.605103184,65311.65726,0.000517917,0,0,0,0,0,0,0,0,0,0,65311.64856,0.000954199,0.003518712,0,0.003714456
1.610326278,65524.18273,6.69E-05,0.000612378,0,5.11E-05,0,0,0.000694572,0.001370214,0.00189459,0,0.001224756,65524.17625,0,0,0,0.000562602
1.615549372,65736.7111,0,0.000152647,0,0.000450473,0.000855754,0,0.001759778,0,0.00156241,0.00173233,0.000305294,65736.70395,0.000332742,0,0,0
1.620772466,65949.23908,0,0,0,0,0.000720212,0,0,0.001747508,0.00123023,0.00121224,0,65949.23164,0,0,0.000452578,0.002071394
1.62599556,66161.76339,0.00066703,0,0,0.000272655,0.00058467,0,0,0,0.00089805,0.00069215,0,66161.75934,0,0,0.00093923,0
1.631218654,66374.29801,0.000216027,0.000726579,0,0,0.000449128,0.00095968,0.001049146,0,0.00056587,0.00017206,0.001453158,66374.28703,0.000377119,0,0.001425882,0.003580186
1.636441748,66586.81969,0,0.000266848,0,9.48E-05,0.000313586,0.00081541,0,0.000360324,0.00023369,0,0.000533696,66586.81473,0,0,0.001912534,0.000428332
1.641664842,66799.34392,0,0,0,0,0.000178044,0.00067114,0,0,0,0,0,66799.34242,0,0.000654106,0,0
1.646887936,67011.8763,0.000816143,0,0,0,4.25E-05,0.00052687,0.000338514,0.000737618,0,0,0,67011.87012,0.000421496,0.001360948,0,0.001937124
1.65211103,67224.40678,0.00036514,0.00084078,0.00191065,0.00031639,0,0.0003826,0.00140372,0,0,0,0.00168156,67224.39781,0,0.00206779,0,0
1.657334124,67436.93751,0,0.000381049,0.00181002,0,0,0.00023833,0,0.001114912,0,0.00147786,0.000762098,67436.92551,0,0.002774632,0,0.003445916
1.662557218,67649.46078,0,0,0.00170939,0.000138571,0,9.41E-05,0,0,0,0.00095777,0,67649.4532,0.000465873,0.003481474,0.000439544,0.000294062
1.667780312,67861.98702,0.000965256,0,0.00160876,0,0,0,0.000693088,0.001492206,0,0.00043768,0,67861.9809,0,0,0.000926196,0
1.673003406,68074.52027,0.000514253,0.000954981,0.00150813,0,0,0,0.001758294,0,0.00181468,0,0.001909962,68074.50859,0,0,0.001412848,0.001802854
1.6782265,68287.04536,6.32E-05,0.00049525,0.0014075,0.000360125,0,0,0,0.0018695,0.0014825,0,0.0009905,68287.03629,0.00051025,0,0.0018995,0
1.683449594,68499.56996,0,3.55E-05,0.00130687,0,0,0,0,0.000105022,0.00115032,0,7.10E-05,68499.56398,0,0,0,0.003311646
1.688672688,68712.096,0,0,0.00120624,0.000182306,0.000911291,0,0.001047662,0,0.00081814,0,0,68712.09167,0,0,0,0.000159792
1.693895782,68924.62518,0.000663366,0,0.00110561,0,0.000775749,0,0,0.000482316,0.00048596,0.00174348,0,68924.61937,0.000554627,0,0,0
1.699118876,69137.15442,0.000212363,0.000609451,0.00100498,4.49E-06,0.000640207,0,0,0,0.00015378,0.00122339,0.001218902,69137.14706,0,0.000616868,0,0.001668584
1.70434197,69349.68156,0,0.00014972,0.00090435,0.00040386,0.000504665,0.000893025,0.00033703,0.00085961,0,0.0007033,0.00029944,69349.67476,0,0.00132371,0.00042651,0
1.709565064,69562.21268,0,0,0.00080372,0,0.000369123,0.000748755,0.001402236,0,0,0.00018321,0,69562.20245,0.000599004,0.002030552,0.000913162,0.003177376
1.714788158,69774.73813,0.000812479,0,0.00070309,0.000226041,0.000233581,0.000604485,0,0.001236904,0,0,0,69774.73015,0,0.002737394,0.001399814,2.55E-05
1.720011252,69987.26687,0.000361476,0.000723652,0.00060246,0,9.80E-05,0.000460215,0,0,0,0,0.001447304,69987.25784,0,0.003444236,0.001886466,0
1.725234346,70199.79168,0,0.000263921,0.00050183,4.82E-05,0,0.000315945,0.000691604,0.001614198,0,0,0.000527842,70199.78554,0.000643381,0,0,0.001534314
1.73045744,70412.31601,0,0,0.0004012,0.000447595,0,0.000171675,0.00175681,0,0,0,0,70412.31323,0,0,0,0
1.735680534,70624.84851,0.000961592,0,0.00030057,0,0,2.74E-05,0,0,0.00173477,0.00148901,0,70624.84093,2.19E-05,0,0,0.003043106
1.740903628,70837.3754,0.000510589,0.000837853,0.00019994,0.000269776,0,0,0,0.000227014,0.00140259,0.00096892,0.001675706,70837.36862,0.000687758,0,0,0
1.746126722,71049.90059,5.96E-05,0.000378122,9.93E-05,0,0,0,0.001046178,0,0.00107041,0.00044883,0.000756244,71049.89632,0,0,0.000413476,0
1.751349816,71262.42781,0,0,0,9.20E-05,0,0,0,0.000604308,0.00073823,0,0,71262.42401,6.63E-05,0,0.000900128,0.001400044
1.75657291,71474.95481,0,0,0,0,0,0,0,0,0.00040605,0,0,71474.95171,0.000732135,0.00057963,0.00138678,0
1.761796004,71687.49135,0.000659702,0.000952054,0,0,0.000966828,0,0.000335546,0.000981602,7.39E-05,0,0.001904108,71687.4794,0,0.001286472,0.001873432,0.002908836
1.767019098,71900.01343,0.000208699,0.000492323,0,0.000313511,0.000831286,0,0.001400752,0,0,0,0.000984646,71900.0071,0.000110678,0.001993314,0,0
1.772242192,72112.54315,0,3.26E-05,0,0,0.000695744,0.00097064,0,0.001358896,0,0.00175463,6.52E-05,72112.53479,0.000776512,0.002700156,0,0
1.777465286,72325.06992,0,0,0,0.000135693,0.000560202,0.00082637,0,0,0,0.00123454,0,72325.06249,0,0.003406998,0,0.001265774
1.78268838,72537.60132,0.000808815,0,0,0,0.00042466,0.0006821,0.00069012,0.00173619,0,0.00071445,0,72537.59018,0.000155055,0,0,0.00592642
1.787911474,72750.12405,0.000357812,0.000606524,0,0,0.000289118,0.00053783,0.001755326,0,0,0.00019436,0.001213048,72750.11788,0.000820889,0,0.000400442,0
1.793134568,72962.6478,0,0.000146793,0,0.000357246,0.000153576,0.00039356,0,0,0,0,0.000293586,72962.64557,0,0,0.000887094,0
1.798357662,73175.18139,0,0,0,0,1.80E-05,0.00024929,0,0.000349006,0.00165486,0,0,73175.17327,0.000199432,0,0.001373746,0.004283358
1.803580756,73387.7073,0.000957928,0,0,0.000179428,0,0.00010502,0.001044694,0,0.00132268,0,0,73387.70096,0.000865266,0,0.001860398,0
1.80880385,73600.23362,0.000506925,0.000720725,0,0.0005788,0,0,0,0.0007263,0.0009905,0,0.00144145,73600.22866,0,0,0,0
1.814026944,73812.76278,5.59E-05,0.000260994,0,0,0,0,0,0,0.00065832,0.00150016,0.000521988,73812.75635,0.000243809,0.000542392,0,0.002640296
1.819250038,74025.29625,0,0,0,0,0,0,0.000334062,0.001103594,0.00032614,0.00098007,0,74025.28405,0.000909643,0.001249234,0,0.007300942
1.824473132,74237.81556,0,0,0,0,0,0,0.001399268,0,0,0.00045998,0,74237.81174,0,0.001956076,0,0
1.829696226,74450.34864,0.000656038,0.000834926,0,0.000223163,0,0,0,0.001480888,0,0,0.001669852,74450.33944,0.000288186,0.002662918,0.000387408,0.000997234
1.83491932,74662.87994,0.000205035,0.000375195,0,0.000622535,0,0,0,0,0,0,0.00075039,74662.86713,0.00095402,0.00336976,0.00087406,0.00565788
1.840142414,74875.39962,0,0,0,0,0.000886823,0,0.000688636,0.001858182,0,0,0,74875.39483,0,0,0.001360712,0
1.845365508,75087.9282,0,0,0,0,0.000751281,0.000903985,0.001753842,9.37E-05,0,0,0,75087.92252,0.000332563,0,0.001847364,0
1.850588602,75300.46102,0.000805151,0.000949127,0,0,0.000615739,0.000759715,0,0,0,0.00176578,0.001898254,75300.45022,0,0,0,0.004014818
1.855811696,75512.98661,0.000354148,0.000489396,0.00189233,0.000266898,0.000480197,0.000615445,0,0.000470998,0.00190713,0.00124569,0.000978792,75512.97791,0,0,0,0
1.86103479,75725.51269,0,2.97E-05,0.0017917,0.00066627,0.000344655,0.000471175,0.00104321,0,0.00157495,0.0007256,5.93E-05,75725.50561,0.00037694,0,0,0
1.866257884,75938.0402,0,0,0.00169107,0,0.000209113,0.000326905,0,0.000848292,0.00124277,0.00020551,0,75938.0333,0,0,0,0.002371756
1.871480978,76150.57262,0.000954264,0,0.00159044,0,7.36E-05,0.000182635,0,0,0.00091059,0,0,76150.56099,0,0.000505154,0.000374374,0.007032402
1.876704072,76363.09716,0.000503261,0.000603597,0.00148981,0,0,3.84E-05,0.000332578,0.001225586,0.00057841,0,0.001207194,76363.08869,0.000421317,0.001211996,0.000861026,0
1.881927166,76575.62596,5.23E-05,0.000143866,0.00138918,0.000310633,0.001755612,0,0.001397784,0,0.00024623,0,0.000287732,76575.61638,0,0.001918838,0.001347678,0.000728694
1.88715026,76788.15915,0,0,0.00128855,0.000710005,0.00162007,0,0,0.00160288,0,0,0,76788.14408,0,0.00262568,0.00183433,0.00538934
1.892373354,77000.67976,0,0,0.00118792,0,0.001484528,0,0,0,0,0.00151131,0,77000.67177,0.000465694,0.003332522,0,0
1.897596448,77213.20639,0.000652374,0.000717798,0.00108729,0,0.001348986,0,0.000687152,0,0,0.00099122,0.001435596,77213.19947,0,0,0,0
1.902819542,77425.73653,0.000201371,0.000258067,0.00098666,0,0.001213444,0,0.001752358,0.000215696,0,0.00047113,0.000516134,77425.72716,0,0,0,0.003746278
1.908042636,77638.25769,0,0,0.00088603,0.000354368,0.001077902,0,0,0,0,0,0,77638.25486,0.000510071,0,0,0
1.91326573,77850.78599,0,0,0.0007854,0.00075374,0.00094236,0,0,0.00059299,0,0,0,77850.78255,0,0,0.00036134,0
1.918488824,78063.3217,0.000801487,0.000831999,0.00068477,0,0.000806818,0.00083733,0.001041726,0,0.00182722,0,0.001663998,78063.31025,0,0,0.000847992,0.002103216
1.923711918,78275.85248,0.000350484,0.000372268,0.00058414,0,0.000671276,0.00069306,0,0.000970284,0.00149504,0,0.000744536,78275.83794,0.000554448,0,0.001334644,0.006763862
1.928935012,78488.37066,0,0,0.00048351,0,0.000535734,0.00054879,0,0,0.00116286,0,0,78488.36564,0,0.000467916,0.001821296,0
1.934158106,78700.89906,0,0,0.00038288,0.000398103,0.000400192,0.00040452,0.000331094,0.001347578,0.00083068,0,0,78700.89333,0,0.001174758,0,0.000460154
1.9393812,78913.43592,0.0009506,0.0009462,0.00028225,0.000797475,0.00026465,0.00026025,0.0013963,0,0.0004985,0,0.0018924,78913.42103,0.000598825,0.0018816,0,0.0051208
1.944604294,79125.95559,0.000499597,0.000486469,0.00018162,0,0.000129108,0.00011598,0,0.001724872,0.00016632,0,0.000972938,79125.94872,0,0.002588442,0,0
1.949827388,79338.48353,4.86E-05,2.67E-05,8.10E-05,0,0,0,0,0,0,0.00360282,5.35E-05,79338.47642,0,0.003295284,0,0
1.955050482,79551.01239,0,0,0,4.25E-05,0,0,0.000685668,0,0,0.00308273,0,79551.00411,0.000643202,0,0.000348306,0.003477738
1.960273576,80012.29587,0,0,0,0.000441838,0,0,0.001750874,0.000337688,0,0.00256264,0,79763.53181,0,0,0.000834958,248.7581384
1.96549667,80594.43835,0.00064871,0.00060067,0,0.00084121,0,0,0,0,0,0.00204255,0.00120134,79976.0595,2.17E-05,0,0.00132161,618.372174
1.970719764,81176.62564,0.000197707,0.000140939,0,0,0,0,0,0.000714982,0,0.00152246,0.000281878,80188.5872,0.000687579,0,0.001808262,988.0330847
1.975942858,81758.85781,0,0,0,0,0,0,0.001040242,0,0,0.00100237,0,80401.11489,0,0,0,1357.74087
1.981165952,82341.15722,0,0,0,8.62E-05,0,0,0,0.001092276,0.00174731,0.00048228,0,80613.64259,6.61E-05,0,0,1727.511156
1.986389046,82923.48989,0.000797823,0.000714871,0,0.000485573,0,0.000914945,0,0,0.00141513,0,0.001429742,80826.17028,0.000731956,0.000430678,0,2097.312692
1.99161214,83505.88149,0.00034682,0.00025514,0,0.000884945,0,0.000770675,0.00032961,0.00146957,0.00108295,0,0.00051028,81038.69798,0,0.00113752,0,2467.176727
1.996835234,84088.30275,0,0,0,0,0,0.000626405,0.001394816,0,0.00075077,0,0,81251.22567,0.000110499,0.001844362,0.000335272,2837.072013
2.002058328,84670.79006,0,0,0,0,0,0.000482135,0,0.001846864,0.00041859,0,0,81463.75337,0.000776333,0.002551204,0.000821924,3207.029799
2.007281422,85253.32416,0.000946936,0.000829072,0,0.000129936,0,0.000337865,0,8.24E-05,8.64E-05,0,0.001658144,81676.28106,0,0.003258046,0.001308576,3577.034459
2.012504516,85835.89971,0.000495933,0.000369341,0,0.000529308,0,0.000193595,0.000684184,0,0,0,0.000738682,81888.80876,0.000154876,0,0.001795228,3947.085995
2.01772761,86418.52491,4.49E-05,0,0,0.00092868,0,4.93E-05,0.00174939,0.00045968,0,0,0,82101.33645,0.00082071,0,0,4317.184405
2.022950704,87001.19384,0,0,0,0,0,0,0,0,0,0,0,82313.86415,0,0,0,4687.329691
2.028173798,87583.92304,0,0.000943273,0,0,0.001866686,0,0,0.000836974,0,0.00361397,0.001886546,82526.39184,0.000199253,0,0,5057.521852
2.033396892,88166.68942,0.000645046,0.000483542,0,0.000173671,0.001731144,0,0.001038758,0,0,0.00309388,0.000967084,82738.91954,0.000865087,0,0,5427.760887
2.038619986,88749.50057,0.000194043,2.38E-05,0,0.000573043,0.001595602,0,0,0.001214268,0,0.00257379,4.76E-05,82951.44723,0,0,0.000322238,5798.046798
2.04384308,89332.37901,0,0,0,0.000972415,0.00146006,0.0012811,0,0,0.0016674,0.0020537,0,83163.97493,0.00024363,0.00039344,0.00080889,6168.395209
2.049066174,89915.30367,0,0,0,0,0.001324518,0.00113683,0.000328126,0.001591562,0.00133522,0.00153361,0,83376.50262,0.000909464,0.001100282,0.001295542,6538.790494
2.054289268,90498.25911,0.000794159,0.000597743,0,0,0.001188976,0.00099256,0.001393332,0,0.00100304,0.00101352,0.001195486,83589.03031,0,0.001807124,0.001782194,6909.21703
2.059512362,91081.27279,0.000343156,0.000138012,0.00187401,0.000217406,0.001053434,0.00084829,0,0,0.00067086,0.00049343,0.000276024,83801.55801,0.000288007,0.002513966,0,7279.706066
2.064735456,91664.33641,0,0,0.00177338,0.000616778,0.000917892,0.00070402,0,0.000204378,0.00033868,0,0,84014.0857,0.000953841,0.003220808,0,7650.241976
2.06995855,92247.44187,0,0,0.00167275,0,0.00078235,0.00055975,0.0006827,0,6.50E-06,0,0,84226.6134,0,0,0,8020.824762
2.075181644,92830.60389,0.000943272,0.000711944,0.00157212,0,0.000646808,0.00041548,0.001747906,0.000581672,0,0,0.001423888,84439.14109,0.000332384,0,0,8391.454423
2.080404738,93413.80356,0.000492269,0.000252213,0.00147149,0,0.000511266,0.00027121,0,0,0,0,0.000504426,84651.66879,0,0,0.000309204,8762.130958
2.085627832,93997.07041,4.13E-05,0,0.00137086,0.000261141,0.000375724,0.00012694,0,0.000958966,0,0,0,84864.19648,0,0,0.000795856,9132.869994
2.090850926,94580.36933,0,0,0.00127023,0.000660513,0.000240182,0,0.001037274,0,0,0,0,85076.72418,0.000376761,0,0.001282508,9503.64028
2.09607402,95163.7318,0,0.000826145,0.0011696,0,0.00010464,0,0,0.00133626,0,0,0.00165229,85289.25187,0,0,0.00176916,9874.473065
2.101297114,95747.13738,0.000641382,0.000366414,0.00106897,0,0,0,0,0,0.00191967,0,0.000732828,85501.77957,0,0.000356202,0,10245.35273
2.106520208,96330.5808,0.000190379,0,0.00096834,0,0,0,0.000326642,0.001713554,0.00158749,0.00362512,0,85714.30726,0.000421138,0.001063044,0,10616.26364
2.111743302,96914.0807,0,0,0.00086771,0.000304876,0,0,0.001391848,0,0.00125531,0.00310503,0,85926.83496,0,0.001769886,0,10987.23705
2.116966396,97497.63026,0,0.000940346,0.00076708,0.000704248,0,0,0,0,0.00092313,0.00258494,0.001880692,86139.36265,0,0.002476728,0,11358.25733
2.12218949,98081.24029,0.000790495,0.000480615,0.00066645,0,0,0,0,0.00032637,0.00059095,0.00206485,0.00096123,86351.89035,0.000465515,0.00318357,0.00029617,11729.34012
2.127412584,98664.88032,0.000339492,2.09E-05,0.00056582,0,0,0,0.000681216,0,0.00025877,0.00154476,4.18E-05,86564.41804,0,0.003890412,0.000782822,12100.45415
2.132635678,99248.56601,0,0,0.00046519,0,0,0,0.001746422,0.000703664,0,0.00102467,0,86776.94574,0,0,0.001269474,12471.61506
2.137858772,99832.31539,0,0,0.00036456,0.000348611,0,0,0,0,0,0.00050458,0,86989.47343,0.000509892,0,0.001756126,12842.83848
2.143081866,100416.0991,0.000939608,0.000594816,0.00026393,0.000747983,0,0,0,0.001080958,0,0,0.001189632,87202.00113,0,0,0,13214.09314
2.14830496,100999.9412,0.000488605,0.000135085,0.0001633,0,0,0,0.00103579,0,0,0,0.00027017,87414.52882,0,0,0,13585.4103
2.153528054,101583.833,3.76E-05,0,6.27E-05,0,0,0,0,0.001458252,0,0,0,87627.05652,0.000554269,0,0,13956.77433
2.158751148,102167.7698,0,0,0,0,0,0,0,0,0,0,0,87839.58421,0,0.000318964,0,14328.18524
2.163974242,102751.7646,0,0.000709017,0,0.000392346,0,0.00186914,0.000325158,0.001835546,0.00183976,0,0.001418034,88052.11191,0,0.001025806,0.000283136,14699.64303
