Water demand,System deficit,Junctin 1 deficit,Junction 2 deficit,Junction 3 deficit,Junction 5 deficit,Junction 6 deficit,Junction 7 deficit,Junction 8 deficit,Junction 9 deficit,Junction 10 deficit,Junction 13 deficit,Junction 14 deficit,Junction 15 deficit,Junction 16 deficit,Junction 18 deficit,Junction 19 deficit,Junction 28 deficit
1.202924946,94155.93388,8.89E-05,0.000338583,0.000799205,0.000150085,0,0,0,0.000327623,0.00046088,0,0.000677167,48947.01605,0.000466231,17261.35925,27947.55527,0
1.20814804,94780.10428,0,0,0.000698575,0,0,0.0009268,0.00070496,0.00051627,0.0001287,0,0,49159.54375,0.000155502,17551.65292,28068.90341,0.00106786
1.213371134,95404.27287,0,0.000395684,0.000597945,0,0,0.00078253,0,0.000704917,0,0,0.000791368,49372.07144,0,17841.9466,28190.25156,0
1.218594228,96028.44566,0.000689014,0,0.000497315,0.000371639,0,0.00063826,0.000882247,0.000893564,0,0,0,49584.59914,0,18132.24027,28311.5997,0.002576652
1.223817322,96652.61299,0.000238011,0.000452784,0.000396685,0,0,0.00049399,0,0,0,0.00167658,0.000905569,49797.12683,0.000199879,18422.53395,28432.94784,0
1.229040416,97276.78089,0,0,0.000296055,0.00019382,0,0.00034972,0,0,0.000753105,0.00115649,0,50009.65453,0,18712.82763,28554.29598,0
1.23426351,97900.95412,0,0,0.000195425,0,0,0.00020545,0.000171615,0,0.000420925,0.0006364,0,50222.18222,0,19003.12521,28675.64413,0.00093359
1.239486604,98525.12353,0.000838127,5.02E-05,9.48E-05,1.60E-05,0.000849153,6.12E-05,0,0,8.87E-05,0.00011631,0.000100308,50434.70992,0.000244256,19293.41888,28796.99227,0
1.244709698,99149.29489,0.000387124,0,0,0.000415374,0.000713611,0,0.000348902,0,0,0,0,50647.23761,0,19583.71256,28918.34041,0.002442382
1.249932792,99773.46107,0,0.000107254,0,0,0.000578069,0,0,7.23E-05,0,0,0.000214509,50859.76531,0,19874.00623,29039.68856,0
1.255155886,100397.6314,0,0,0,0.000237555,0.000442527,0,0.000526189,0.000260968,0,0,0,51072.293,0.000288633,20164.29991,29161.0367,0
1.26037898,101021.8038,0,0.000164355,0,0,0.000306985,0,0,0.000449615,0.00071315,0.0019422,0.00032871,51284.8207,0,20454.59359,29282.38484,0.00079932
1.265602074,101645.9765,0.000536237,0,0,5.97E-05,0.000171443,0,0.000703476,0.000638262,0.00038097,0.00142211,0,51497.34839,0,20744.89117,29403.73299,0
1.270825168,102270.1477,8.52E-05,0.000221455,0,0.000459109,3.59E-05,0,0,0.000826909,4.88E-05,0.00090202,0.000442911,51709.87609,0.00033301,21035.18484,29525.08113,0.002308112
1.276048262,102894.3129,0,0,0,0,0,0,0.000880763,0,0,0.00038193,0,51922.40378,2.23E-05,21325.47852,29646.42927,0
1.281271356,103518.4876,0,0.000278556,0,0.00028129,0,0.000860145,0,0,0,0,0.000557112,52134.93148,0.000688116,21615.77219,29767.77741,0.003816904
1.28649445,104142.6527,0.00068535,0,0,0,0,0.000715875,0,0,0,0,0,52347.45917,0,21906.06587,29889.12556,0.00066505
1.291717544,104766.8229,0.000234347,0.000335656,0,0.000103472,0,0.000571605,0.000170131,0,0.000673195,0,0.000671313,52559.98687,6.67E-05,22196.35955,30010.4737,0
1.296940638,105390.9981,0,0,0.00094099,0,0,0.000427335,0,0,0.000341015,0,0,52772.51456,0.000732493,22486.65713,30131.82184,0.002173842
1.302163732,106015.1674,0,0.000392757,0.00084036,0,0,0.000283065,0.000347418,5.67E-06,8.83E-06,0.00168773,0.000785514,52985.04226,0,22776.9508,30253.16999,0
1.307386826,106639.3398,0.000834463,0,0.00073973,0.000325025,0,0.000138795,0,0.000194313,0,0.00116764,0,53197.56995,0.000111036,23067.24448,30374.51813,0.003682634
1.31260992,107263.5095,0.00038346,0.000449857,0.0006391,0,0.00090469,0,0.000524705,0.00038296,0.0012976,0.00064755,0.000899715,53410.09764,0.00077687,23357.53815,30495.86627,0.00053078
1.317833014,107887.6776,0,0.000966689,0.00053847,0.000147207,0.000769148,0,0,0.000571607,0.00096542,0.00012746,0.001933378,53622.62534,0,23647.83183,30617.21441,0
1.323056108,108511.8499,0,0.000506958,0.00043784,0,0.000633606,0,0.000701992,0.000760254,0.00063324,0,0.001013916,53835.15303,0.000155413,23938.12746,30738.56256,0.002039572
1.328279202,109136.0156,0,4.72E-05,0.00033721,0,0.000498064,0,0,0.000948901,0.00030106,0,9.45E-05,54047.68073,0.000821247,24228.42113,30859.9107,0
1.333502296,109760.188,0.000532573,0,0.00023658,0.00036876,0.000362522,0,0.000879279,0,0,0,0,54260.20842,0,24518.71481,30981.25884,0.003548364
1.33872539,110384.3546,8.16E-05,0,0.00013595,0,0.00022698,0,0,0,0,0,0,54472.73612,0.00019979,24809.01044,31102.60699,0.00039651
1.343948484,111008.5275,0,0.000621159,3.53E-05,0.000190942,9.14E-05,0,0,0,0,0.00143326,0.001242318,54685.26381,0.000865624,25099.30411,31223.95513,0
1.349171578,111632.697,0,0.000161428,0,0,0,0.00093776,0.000168647,0,0,0.00091317,0.000322856,54897.79151,0,25389.59779,31345.30327,0.001905302
1.354394672,112256.8662,0.000681686,0,0,1.31E-05,0,0.00079349,0,0,0,0.00039308,0,55110.3192,0.000244167,25679.89342,31466.65141,0
1.359617766,112881.0396,0.000230683,0,0,0.000412495,0,0.00064922,0.000345934,0.000127658,0,0,0,55322.8469,0.000910001,25970.18709,31587.99956,0.003414094
1.36484086,113505.2082,0,0.00073536,0,0,0,0.00050495,0,0.000316305,0.00188205,0,0.00147072,55535.37459,0,26260.48077,31709.3477,0.00026224
1.370063954,114129.3788,0,0.000275629,0,0.000234677,0,0.00036068,0.000523221,0.000504952,0.00154987,0,0.000551258,55747.90229,0.000288544,26550.7764,31830.69584,0
1.375287048,114753.5497,0.000830799,0,0,0,0,0.00021641,0,0.000693599,0.00121769,0,0,55960.42998,0.000954378,26841.07007,31952.04399,0.001771032
1.380510142,115377.7182,0.000379796,0,0,5.69E-05,0,7.21E-05,0.000700508,0.000882246,0.00088551,0.00169888,0,56172.95768,0,27131.36375,32073.39213,0
1.385733236,116001.8943,0,0.000849561,0,0.00045623,0.000960227,0,0,0,0.00055333,0.00117879,0.001699122,56385.48537,0.000332921,27421.65938,32194.74027,0.003279824
1.39095633,116626.0584,0,0.00038983,0,0,0.000824685,0,0.000877795,0,0.00022115,0.0006587,0.00077966,56598.01307,0,27711.95305,32316.08841,0.00012797
1.396179424,148924.8755,0,0,0,0.000278412,0.000689143,0,0,0,0,0.00013861,0,56810.54076,0,59676.89712,32437.43656,0
1.401402518,117874.3995,0.000528909,0,0.000881515,0,0.000553601,0,0,0,0,0,0,57023.06846,0.000377298,28292.54236,32558.7847,0.001636762
1.406625612,118498.5695,7.79E-05,0.000963762,0.000780885,0.000100593,0.000418059,0,0.000167163,0,0,0,0.001927524,57235.59615,0,28582.83603,32680.13284,0
1.411848706,119122.7402,0,0.000504031,0.000680255,0,0.000282517,0,0,6.10E-05,0,0,0.001008062,57448.12385,0,28873.12971,32801.48099,0.003145554
1.4170718,119746.9079,0,4.43E-05,0.000579625,0,0.000146975,0,0.00034445,0.00024965,0,0,8.86E-05,57660.65154,0.000421675,29163.42534,32922.82913,0
1.422294894,120371.0793,0.000678022,0,0,0.000322147,1.14E-05,0.000871105,0,0.000438297,0,0.00144441,0,57873.17924,0,29453.71901,33044.17727,0
1.427517988,120995.2514,0.000227019,0,0,0,0,0.000726835,0.000521737,0.000626944,0.00180214,0.00092432,0,58085.70693,0,29744.01269,33165.52542,0.001502492
1.432741082,121619.4222,0,0.000618232,0,0.000144328,0,0.000582565,0,0.000815591,0.00146996,0.00040423,0.001236464,58298.23463,0.000466052,30034.30832,33286.87356,0
1.437964176,122243.5918,0,0.000158501,0,0,0,0.000438295,0.000699024,0,0.00113778,0,0.000317002,58510.76232,0,30324.60199,33408.2217,0.003011284
1.44318727,122867.7575,0.000827135,0,0,0,0,0.000294025,0,0,0.0008056,0,0,58723.29002,0,30614.89567,33529.56984,0
1.448410364,123491.9317,0.000376132,0,0.00192897,0.000365882,0,0.000149755,0.000876311,0,0.00047342,0,0,58935.81771,0.000510429,30905.1913,33650.91799,0
1.453633458,124116.1021,0,0.000732433,0.00182834,0,0,5.48E-06,0,0,0.00014124,0,0.001464866,59148.34541,0,31195.48497,33772.26613,0.001368222
1.458856552,124740.2722,0,0.000272702,0.00172771,0.000188063,0,0,0,0.001758826,0,0.00171003,0.000545404,59360.8731,0,31485.77865,33893.61427,0
1.464079646,125364.4458,0.000976248,0,0.00162708,0,0.000880222,0,0.000165679,0,0,0.00118994,0,59573.4008,0.000554806,31776.07428,34014.96242,0.002877014
1.46930274,125988.6105,0.000525245,0,0.00152645,1.02E-05,0.00074468,0,0,0,0,0.00066985,0,59785.92849,0,32066.36795,34136.31056,0
1.474525834,126612.7824,7.42E-05,0.000846634,0.00142582,0.000409617,0.000609138,0,0.000342966,0.000371642,0,0.00014976,0.001693268,59998.45619,0,32356.66163,34257.6587,0
1.479748928,127236.9528,0,0.000386903,0.00132519,0,0.000473596,0,0,0,0,0,0.000773806,60210.98388,0.000599183,32646.95726,34379.00684,0.001233952
1.484972022,127861.1206,0,0,0.00122456,0.000231798,0.000338054,0,0.000520253,0.000748936,0,0,0,60423.51158,0,32937.25093,34500.35499,0
1.490195116,128485.2944,0.000674358,0,0.00112393,0,0.000202512,0.00094872,0,0,0.00172223,0,0,60636.03927,0,33227.54461,34621.70313,0.002742744
1.49541821,129109.4674,0.000223355,0.000960835,0.0010233,5.40E-05,6.70E-05,0.00080445,0.00069754,0.00112623,0.00139005,0,0.00192167,60848.56696,0.00064356,33517.84024,34743.05127,0
1.500641304,129733.6358,0,0.000501104,0.00092267,0.000453352,0,0.00066018,0.001762746,0,0.00105787,0.00145556,0.001002208,61061.09466,0,33808.13391,34864.39942,0
1.505864398,130357.8033,0,4.14E-05,0.00082204,0,0,0.00051591,0,0.001503524,0.00072569,0.00093547,8.27E-05,61273.62235,2.21E-05,34098.42759,34985.74756,0.001099682
1.511087492,130981.9727,0.000823471,0,0.00072141,0.000275533,0,0.00037164,0,0,0.00039351,0.00041538,0,61486.15005,0.000687937,34388.72322,35107.0957,0
1.516310586,131606.1453,0.000372468,0,0.00062078,0,0,0.00022737,0.001052114,0.001880818,6.13E-05,0,0,61698.67774,0,34679.01689,35228.44384,0.002608474
1.52153368,132230.3107,0,0.000615305,0.00052015,9.77E-05,0,8.31E-05,0,0.00011634,0,0,0.00123061,61911.20544,6.65E-05,34969.31057,35349.79199,0
1.526756774,132854.4811,0,0.000155574,0.00041952,0,0,0,0,0,0,0,0.000311148,62123.73313,0.000732314,35259.6062,35471.14013,0
1.531979868,133478.6521,0.000972584,0,0.00031889,0,0,0,0.000341482,0.000493634,0,0,0,62336.26083,0,35549.89987,35592.48827,0.000965412
1.537202962,134102.8237,0.000521581,0,0.00021826,0.000319268,0.000935759,0,0.001406688,0,0,0.00172118,0,62548.78852,0.000110857,35840.19355,35713.83642,0
1.542426056,134726.9985,7.06E-05,0.000729506,0.00011763,0,0.000800217,0,0,0.000870928,0,0.00120109,0.001459012,62761.31622,0.000776691,36130.48918,35835.18456,0.002474204
1.54764915,135351.1618,0,0.000269775,1.70E-05,0.00014145,0.000664675,0,0,0,0,0.000681,0.00053955,62973.84391,0,36420.78285,35956.5327,0
1.552872244,135975.3334,0,0,0,0,0.000529133,0,0.000696056,0.001248222,0.00164232,0.00016091,0,63186.37161,0.000155234,36711.07653,36077.88084,0
1.558095338,136599.5062,0.000670694,0,0,0,0.000393591,0,0.001761262,0,0.00131014,0,0,63398.8993,0.000821068,37001.37216,36199.22899,0.000831142
1.563318432,137223.6768,0.000219691,0.000843707,0,0.000363003,0.000258049,0.000882065,0,0.001625516,0.00097796,0,0.001687414,63611.427,0,37291.66583,36320.57713,0
1.568541526,137847.8447,0,0.000383976,0,0,0.000122507,0.000737795,0,0,0.00064578,0,0.000767952,63823.95469,0.000199611,37581.95951,36441.92527,0.002339934
1.57376462,138472.014,0,0,0,0.000185185,0,0.000593525,0.00105063,0,0.0003136,0,0,64036.48239,0.000865445,37872.25514,36563.27342,0
1.578987714,139096.1873,0.000819807,0,0,0,0,0.000449255,0,0.000238332,0,0.00146671,0,64249.01008,0,38162.54881,36684.62156,0.003848726
1.584210808,139720.3554,0.000368804,0.000957908,0,7.37E-06,0,0.000304985,0,0,0,0.00094662,0.001915816,64461.53778,0.000243988,38452.84249,36805.9697,0.000696872
1.589433902,140344.5258,0,0.000498177,0,0.000406738,0,0.000160715,0.000339998,0.000615626,0,0.00042653,0.000996354,64674.06547,0.000909822,38743.13812,36927.31785,0
1.594656996,140968.6947,0,3.84E-05,0,0,0,1.64E-05,0.001405204,0,0,0,7.69E-05,64886.59317,0,39033.43179,37048.66599,0.002205664
1.59988009,141592.8629,0.00096892,0,0,0.00022892,0,0,0,0.00099292,0,0,0,65099.12086,0.000288365,39323.72547,37170.01413,0
1.605103184,142217.0371,0.000517917,0,0,0,0,0,0,0,0,0,0,65311.64856,0.000954199,39614.0211,37291.36227,0.003714456
1.610326278,142841.2079,6.69E-05,0.000612378,0,5.11E-05,0,0,0.000694572,0.001370214,0.00189459,0,0.001224756,65524.17625,0,39904.31477,37412.71042,0.000562602
1.615549372,143465.3781,0,0.000152647,0,0.000450473,0.000855754,0,0.001759778,0,0.00156241,0.00173233,0.000305294,65736.70395,0.000332742,40194.60845,37534.05856,0
1.620772466,144089.5494,0,0,0,0,0.000720212,0,0,0.001747508,0.00123023,0.00121224,0,65949.23164,0,40484.90408,37655.4067,0.002071394
1.62599556,144713.715,0.00066703,0,0,0.000272655,0.00058467,0,0,0,0.00089805,0.00069215,0,66161.75934,0,40775.19775,37776.75485,0
1.631218654,145337.891,0.000216027,0.000726579,0,0,0.000449128,0.00095968,0.001049146,0,0.00056587,0.00017206,0.001453158,66374.28703,0.000377119,41065.49143,37898.10299,0.003580186
1.636441748,145962.056,0,0.000266848,0,9.48E-05,0.000313586,0.00081541,0,0.000360324,0.00023369,0,0.000533696,66586.81473,0,41355.78706,38019.45113,0.000428332
1.641664842,146586.2233,0,0,0,0,0.000178044,0.00067114,0,0,0,0,0,66799.34242,0,41646.08073,38140.79927,0
1.646887936,147210.3968,0.000816143,0,0,0,4.25E-05,0.00052687,0.000338514,0.000737618,0,0,0,67011.87012,0.000421496,41936.37441,38262.14742,0.001937124
1.65211103,147834.5703,0.00036514,0.00084078,0.00191065,0.00031639,0,0.0003826,0.00140372,0,0,0,0.00168156,67224.39781,0,42226.67004,38383.49556,0
1.657334124,148458.7422,0,0.000381049,0.00181002,0,0,0.00023833,0,0.001114912,0,0.00147786,0.000762098,67436.92551,0,42516.96371,38504.8437,0.003445916
1.662557218,149082.908,0,0,0.00170939,0.000138571,0,9.41E-05,0,0,0,0.00095777,0,67649.4532,0.000465873,42807.25934,38626.19185,0.000294062
1.667780312,149707.0791,0.000965256,0,0.00160876,0,0,0,0.000693088,0.001492206,0,0.00043768,0,67861.9809,0,43097.55302,38747.53999,0
1.673003406,150331.2537,0.000514253,0.000954981,0.00150813,0,0,0,0.001758294,0,0.00181468,0,0.001909962,68074.50859,0,43387.84669,38868.88813,0.001802854
1.6782265,150955.4201,6.32E-05,0.00049525,0.0014075,0.000360125,0,0,0,0.0018695,0.0014825,0,0.0009905,68287.03629,0.00051025,43678.14037,38990.23627,0
1.683449594,151579.5904,0,3.55E-05,0.00130687,0,0,0,0,0.000105022,0.00115032,0,7.10E-05,68499.56398,0,43968.436,39111.58442,0.003311646
1.688672688,152203.7582,0,0,0.00120624,0.000182306,0.000911291,0,0.001047662,0,0.00081814,0,0,68712.09167,0,44258.72967,39232.93256,0.000159792
1.693895782,152827.9312,0.000663366,0,0.00110561,0,0.000775749,0,0,0.000482316,0.00048596,0.00174348,0,68924.61937,0.000554627,44549.0253,39354.2807,0
1.699118876,153452.1016,0.000212363,0.000609451,0.00100498,4.49E-06,0.000640207,0,0,0,0.00015378,0.00122339,0.001218902,69137.14706,0,44839.31898,39475.62885,0.001668584
1.70434197,154076.2695,0,0.00014972,0.00090435,0.00040386,0.000504665,0.000893025,0.00033703,0.00085961,0,0.0007033,0.00029944,69349.67476,0,45129.61265,39596.97699,0
1.709565064,154700.4412,0,0,0.00080372,0,0.000369123,0.000748755,0.001402236,0,0,0.00018321,0,69562.20245,0.000599004,45419.90633,39718.32513,0.003177376
1.714788158,155324.6092,0.000812479,0,0.00070309,0.000226041,0.000233581,0.000604485,0,0.001236904,0,0,0,69774.73015,0,45710.20196,39839.67327,2.55E-05
1.720011252,155948.7786,0.000361476,0.000723652,0.00060246,0,9.80E-05,0.000460215,0,0,0,0,0.001447304,69987.25784,0,46000.49563,39961.02142,0
1.725234346,156572.9525,0,0.000263921,0.00050183,4.82E-05,0,0.000315945,0.000691604,0.001614198,0,0,0.000527842,70199.78554,0.000643381,46290.79126,40082.36956,0.001534314
1.73045744,157197.1187,0,0,0.0004012,0.000447595,0,0.000171675,0.00175681,0,0,0,0,70412.31323,0,46581.08494,40203.7177,0
1.735680534,157821.293,0.000961592,0,0.00030057,0,0,2.74E-05,0,0,0.00173477,0.00148901,0,70624.84093,2.19E-05,46871.37861,40325.06585,0.003043106
1.740903628,158445.4617,0.000510589,0.000837853,0.00019994,0.000269776,0,0,0,0.000227014,0.00140259,0.00096892,0.001675706,70837.36862,0.000687758,47161.67229,40446.41399,0
1.746126722,159069.6302,5.96E-05,0.000378122,9.93E-05,0,0,0,0.001046178,0,0.00107041,0.00044883,0.000756244,71049.89632,0,47451.96792,40567.76213,0
1.751349816,159693.7988,0,0,0,9.20E-05,0,0,0,0.000604308,0.00073823,0,0,71262.42401,6.63E-05,47742.26159,40689.11028,0.001400044
1.75657291,160317.9685,0,0,0,0,0,0,0,0,0.00040605,0,0,71474.95171,0.000732135,48032.55722,40810.45842,0
1.761796004,160942.1456,0.000659702,0.000952054,0,0,0.000966828,0,0.000335546,0.000981602,7.39E-05,0,0.001904108,71687.4794,0,48322.8509,40931.80656,0.002908836
1.767019098,161566.3107,0.000208699,0.000492323,0,0.000313511,0.000831286,0,0.001400752,0,0,0,0.000984646,71900.0071,0.000110678,48613.14457,41053.1547,0
1.772242192,162190.4815,0,3.26E-05,0,0,0.000695744,0.00097064,0,0.001358896,0,0.00175463,6.52E-05,72112.53479,0.000776512,48903.43825,41174.50285,0
1.777465286,162814.6514,0,0,0,0.000135693,0.000560202,0.00082637,0,0,0,0.00123454,0,72325.06249,0,49193.73388,41295.85099,0.001265774
1.78268838,163438.828,0.000808815,0,0,0,0.00042466,0.0006821,0.00069012,0.00173619,0,0.00071445,0,72537.59018,0.000155055,49484.02755,41417.19913,0.00592642
1.787911474,164062.9941,0.000357812,0.000606524,0,0,0.000289118,0.00053783,0.001755326,0,0,0.00019436,0.001213048,72750.11788,0.000820889,49774.32318,41538.54728,0
1.793134568,164687.1592,0,0.000146793,0,0.000357246,0.000153576,0.00039356,0,0,0,0,0.000293586,72962.64557,0,50064.61686,41659.89542,0
1.798357662,165311.3341,0,0,0,0,1.80E-05,0.00024929,0,0.000349006,0.00165486,0,0,73175.17327,0.000199432,50354.91053,41781.24356,0.004283358
1.803580756,165935.5033,0.000957928,0,0,0.000179428,0,0.00010502,0.001044694,0,0.00132268,0,0,73387.70096,0.000865266,50645.20616,41902.5917,0
1.80880385,166559.6733,0.000506925,0.000720725,0,0.0005788,0,0,0,0.0007263,0.0009905,0,0.00144145,73600.22866,0,50935.49984,42023.93985,0
1.814026944,167183.8437,5.59E-05,0.000260994,0,0,0,0,0,0,0.00065832,0.00150016,0.000521988,73812.75635,0.000243809,51225.79351,42145.28799,0.002640296
1.819250038,167808.0183,0,0,0,0,0,0,0.000334062,0.001103594,0.00032614,0.00098007,0,74025.28405,0.000909643,51516.08719,42266.63613,0.007300942
1.824473132,168432.1807,0,0,0,0,0,0,0.001399268,0,0,0.00045998,0,74237.81174,0,51806.38282,42387.98428,0
1.829696226,169056.3545,0.000656038,0.000834926,0,0.000223163,0,0,0,0.001480888,0,0,0.001669852,74450.33944,0.000288186,52096.67649,42509.33242,0.000997234
1.83491932,169680.5264,0.000205035,0.000375195,0,0.000622535,0,0,0,0,0,0,0.00075039,74662.86713,0.00095402,52386.97017,42630.68056,0.00565788
1.840142414,170304.6928,0,0,0,0,0.000886823,0,0.000688636,0.001858182,0,0,0,74875.39483,0,52677.2658,42752.0287,0
1.845365508,170928.8627,0,0,0,0,0.000751281,0.000903985,0.001753842,9.37E-05,0,0,0,75087.92252,0.000332563,52967.55947,42873.37685,0
1.850588602,171553.0411,0.000805151,0.000949127,0,0,0.000615739,0.000759715,0,0,0,0.00176578,0.001898254,75300.45022,0,53257.8551,42994.72499,0.004014818
1.855811696,172177.2085,0.000354148,0.000489396,0.00189233,0.000266898,0.000480197,0.000615445,0,0.000470998,0.00190713,0.00124569,0.000978792,75512.97791,0,53548.14878,43116.07313,0
1.86103479,172801.3764,0,2.97E-05,0.0017917,0.00066627,0.000344655,0.000471175,0.00104321,0,0.00157495,0.0007256,5.93E-05,75725.50561,0.00037694,53838.44245,43237.42128,0
1.866257884,173425.5457,0,0,0.00169107,0,0.000209113,0.000326905,0,0.000848292,0.00124277,0.00020551,0,75938.0333,0,54128.73613,43358.76942,0.002371756
1.871480978,174049.7211,0.000954264,0,0.00159044,0,7.36E-05,0.000182635,0,0,0.00091059,0,0,76150.56099,0,54419.03176,43480.11756,0.007032402
1.876704072,174673.8862,0.000503261,0.000603597,0.00148981,0,0,3.84E-05,0.000332578,0.001225586,0.00057841,0,0.001207194,76363.08869,0.000421317,54709.32543,43601.4657,0
1.881927166,175298.0576,5.23E-05,0.000143866,0.00138918,0.000310633,0.001755612,0,0.001397784,0,0.00024623,0,0.000287732,76575.61638,0,54999.62106,43722.81385,0.000728694
1.88715026,175922.2314,0,0,0.00128855,0.000710005,0.00162007,0,0,0.00160288,0,0,0,76788.14408,0,55289.91474,43844.16199,0.00538934
1.892373354,176546.395,0,0,0.00118792,0,0.001484528,0,0,0,0,0.00151131,0,77000.67177,0.000465694,55580.20841,43965.51013,0
1.897596448,177170.5687,0.000652374,0.000717798,0.00108729,0,0.001348986,0,0.000687152,0,0,0.00099122,0.001435596,77213.19947,0,55870.50404,44086.85828,0
1.902819542,177794.7407,0.000201371,0.000258067,0.00098666,0,0.001213444,0,0.001752358,0.000215696,0,0.00047113,0.000516134,77425.72716,0,56160.79772,44208.20642,0.003746278
1.908042636,178418.9036,0,0,0.00088603,0.000354368,0.001077902,0,0,0,0,0,0,77638.25486,0.000510071,56451.09139,44329.55456,0
1.91326573,179043.0754,0,0,0.0007854,0.00075374,0.00094236,0,0,0.00059299,0,0,0,77850.78255,0,56741.38702,44450.90271,0
1.918488824,179667.2524,0.000801487,0.000831999,0.00068477,0,0.000806818,0.00083733,0.001041726,0,0.00182722,0,0.001663998,78063.31025,0,57031.68069,44572.25085,0.002103216
1.923711918,180291.4245,0.000350484,0.000372268,0.00058414,0,0.000671276,0.00069306,0,0.000970284,0.00149504,0,0.000744536,78275.83794,0.000554448,57321.97437,44693.59899,0.006763862
1.928935012,180915.5855,0,0,0.00048351,0,0.000535734,0.00054879,0,0,0.00116286,0,0,78488.36564,0,57612.27,44814.94713,0
1.934158106,181539.7568,0,0,0.00038288,0.000398103,0.000400192,0.00040452,0.000331094,0.001347578,0.00083068,0,0,78700.89333,0,57902.56367,44936.29528,0.000460154
1.9393812,182163.9348,0.0009506,0.0009462,0.00028225,0.000797475,0.00026465,0.00026025,0.0013963,0,0.0004985,0,0.0018924,78913.42103,0.000598825,58192.85735,45057.64342,0.0051208
1.944604294,182788.0975,0.000499597,0.000486469,0.00018162,0,0.000129108,0.00011598,0,0.001724872,0.00016632,0,0.000972938,79125.94872,0,58483.15298,45178.99156,0
1.949827388,183412.2666,4.86E-05,2.67E-05,8.10E-05,0,0,0,0,0,0,0.00360282,5.35E-05,79338.47642,0,58773.44665,45300.33971,0
1.955050482,184036.4402,0,0,0,4.25E-05,0,0,0.000685668,0,0,0.00308273,0,79551.00411,0.000643202,59063.74033,45421.68785,0.003477738
1.960273576,184660.6089,0,0,0,0.000441838,0,0,0.001750874,0.000337688,0,0.00256264,0,79763.53181,0,59354.03596,45543.03599,0
1.96549667,185284.7786,0.00064871,0.00060067,0,0.00084121,0,0,0,0,0,0.00204255,0.00120134,79976.0595,2.17E-05,59644.32963,45664.38413,0
1.970719764,185908.9482,0.000197707,0.000140939,0,0,0,0,0,0.000714982,0,0.00152246,0.000281878,80188.5872,0.000687579,59934.62331,45785.73228,0.001834676
1.975942858,186533.1228,0,0,0,0,0,0,0.001040242,0,0,0.00100237,0,80401.11489,0,60224.91894,45907.08042,0.006495322
1.981165952,187157.2872,0,0,0,8.62E-05,0,0,0,0.001092276,0.00174731,0.00048228,0,80613.64259,6.61E-05,60515.21261,46028.42856,0
1.986389046,187781.46,0.000797823,0.000714871,0,0.000485573,0,0.000914945,0,0,0.00141513,0,0.001429742,80826.17028,0.000731956,60805.50629,46149.77671,0.000191614
1.99161214,188405.6352,0.00034682,0.00025514,0,0.000884945,0,0.000770675,0.00032961,0.00146957,0.00108295,0,0.00051028,81038.69798,0,61095.80192,46271.12485,0.00485226
1.996835234,189029.7971,0,0,0,0,0,0.000626405,0.001394816,0,0.00075077,0,0,81251.22567,0.000110499,61386.09559,46392.47299,0
2.002058328,189653.9673,0,0,0,0,0,0.000482135,0,0.001846864,0.00041859,0,0,81463.75337,0.000776333,61676.38927,46513.82113,0
2.007281422,190278.1425,0.000946936,0.000829072,0,0.000129936,0,0.000337865,0,8.24E-05,8.64E-05,0,0.001658144,81676.28106,0,61966.6849,46635.16928,0.003209198
2.012504516,190902.3079,0.000495933,0.000369341,0,0.000529308,0,0.000193595,0.000684184,0,0,0,0.000738682,81888.80876,0.000154876,62256.97857,46756.51742,0
2.01772761,191526.4783,4.49E-05,0,0,0.00092868,0,4.93E-05,0.00174939,0.00045968,0,0,0,82101.33645,0.00082071,62547.27225,46877.86556,0
2.022950704,192150.6473,0,0,0,0,0,0,0,0,0,0,0,82313.86415,0,62837.56788,46999.21371,0.001566136
2.028173798,192774.8308,0,0.000943273,0,0,0.001866686,0,0,0.000836974,0,0.00361397,0.001886546,82526.39184,0.000199253,63127.86155,47120.56185,0.006226782
2.033396892,193398.9938,0.000645046,0.000483542,0,0.000173671,0.001731144,0,0.001038758,0,0,0.00309388,0.000967084,82738.91954,0.000865087,63418.15523,47241.90999,0
2.038619986,194023.1624,0.000194043,2.38E-05,0,0.000573043,0.001595602,0,0,0.001214268,0,0.00257379,4.76E-05,82951.44723,0,63708.45086,47363.25813,0
2.04384308,194647.338,0,0,0,0.000972415,0.00146006,0.0012811,0,0,0.0016674,0.0020537,0,83163.97493,0.00024363,63998.74453,47484.60628,0.00458372
2.049066174,195271.5034,0,0,0,0,0.001324518,0.00113683,0.000328126,0.001591562,0.00133522,0.00153361,0,83376.50262,0.000909464,64289.03821,47605.95442,0
2.054289268,195895.6749,0.000794159,0.000597743,0,0,0.001188976,0.00099256,0.001393332,0,0.00100304,0.00101352,0.001195486,83589.03031,0,64579.33384,47727.30256,0
2.059512362,196519.8454,0.000343156,0.000138012,0.00187401,0.000217406,0.001053434,0.00084829,0,0,0.00067086,0.00049343,0.000276024,83801.55801,0.000288007,64869.62751,47848.65071,0.002940658
2.064735456,197144.0189,0,0,0.00177338,0.000616778,0.000917892,0.00070402,0,0.000204378,0.00033868,0,0,84014.0857,0.000953841,65159.92119,47969.99885,0.007601304
2.06995855,197768.1809,0,0,0.00167275,0,0.00078235,0.00055975,0.0006827,0,6.50E-06,0,0,84226.6134,0,65450.21682,48091.34699,0
