data
0.064
0.032
0
0.032
0.064
0.1152
0.16
0.2112
0.256
0.2112
0.16
0.1152
0.064
0.032
0
0.032
0.064
0.1152
0.16
0.2112
0.256
0.2112
0.16
0.064
0.069
0.0365
0.004
0.0365
0.069
0.121
0.1665
0.2185
0.264
0.2185
0.1665
0.121
0.069
0.0365
0.004
0.0365
0.069
0.121
0.1665
0.2185
0.264
0.2185
0.1665
0.069
0.269
0.234
0.199
0.255
0.304
0.402
0.5
0.612
0.724
0.738
0.675
0.563
0.444
0.416
0.395
0.5
0.619
0.738
0.85
0.92
0.99
0.92
0.85
0.269
0.419
0.374
0.329
0.401
0.464
0.59
0.716
0.86
1.004
1.022
0.941
0.797
0.644
0.608
0.581
0.716
0.869
1.022
1.166
1.256
1.346
1.256
1.166
0.419
0.569
0.514
0.459
0.547
0.624
0.778
0.932
1.108
1.284
1.306
1.207
1.031
0.844
0.8
0.767
0.932
1.119
1.306
1.482
1.592
1.702
1.592
1.482
0.569
1.144
1.074
1.004
1.144
1.284
1.564
1.844
2.194
2.544
2.684
2.544
2.194
1.844
1.802
1.774
2.124
2.544
2.894
3.244
3.426
3.594
3.426
3.244
1.144
1.274
1.1975
1.121
1.274
1.427
1.733
2.039
2.4215
2.804
2.957
2.804
2.4215
2.039
1.9931
1.9625
2.345
2.804
3.1865
3.569
3.7679
3.9515
3.7679
3.569
1.274
1.044
0.979
0.914
1.044
1.174
1.434
1.694
2.019
2.344
2.474
2.344
2.019
1.694
1.655
1.629
1.954
2.344
2.669
2.994
3.163
3.319
3.163
2.994
1.044
0.644
0.584
0.524
0.62
0.704
0.872
1.04
1.232
1.424
1.448
1.34
1.148
0.944
0.896
0.86
1.04
1.244
1.448
1.64
1.76
1.88
1.76
1.64
0.644
0.494
0.444
0.394
0.474
0.544
0.684
0.824
0.984
1.144
1.164
1.074
0.914
0.744
0.704
0.674
0.824
0.994
1.164
1.324
1.424
1.524
1.424
1.324
0.494
0.344
0.304
0.264
0.328
0.384
0.496
0.608
0.736
0.864
0.88
0.808
0.68
0.544
0.512
0.488
0.608
0.744
0.88
1.008
1.088
1.168
1.088
1.008
0.344
0.114
0.077
0.04
0.077
0.114
0.1732
0.225
0.2842
0.336
0.2842
0.225
0.1732
0.114
0.077
0.04
0.077
0.114
0.1732
0.225
0.2842
0.336
0.2842
0.225
0.114
