data
0.32
0.288
0.256
0.288
0.32
0.3712
0.416
0.4672
0.512
0.4672
0.416
0.3712
0.32
0.288
0.256
0.288
0.32
0.3712
0.416
0.4672
0.512
0.4672
0.416
0.32
0.325
0.2925
0.26
0.2925
0.325
0.377
0.4225
0.4745
0.52
0.4745
0.4225
0.377
0.325
0.2925
0.26
0.2925
0.325
0.377
0.4225
0.4745
0.52
0.4745
0.4225
0.325
0.525
0.49
0.455
0.511
0.56
0.658
0.756
0.868
0.98
0.994
0.931
0.819
0.7
0.672
0.651
0.756
0.875
0.994
1.106
1.176
1.246
1.176
1.106
0.525
0.675
0.63
0.585
0.657
0.72
0.846
0.972
1.116
1.26
1.278
1.197
1.053
0.9
0.864
0.837
0.972
1.125
1.278
1.422
1.512
1.602
1.512
1.422
0.675
0.825
0.77
0.715
0.803
0.88
1.034
1.188
1.364
1.54
1.562
1.463
1.287
1.1
1.056
1.023
1.188
1.375
1.562
1.738
1.848
1.958
1.848
1.738
0.825
1.4
1.33
1.26
1.4
1.54
1.82
2.1
2.45
2.8
2.94
2.8
2.45
2.1
2.058
2.03
2.38
2.8
3.15
3.5
3.682
3.85
3.682
3.5
1.4
1.53
1.4535
1.377
1.53
1.683
1.989
2.295
2.6775
3.06
3.213
3.06
2.6775
2.295
2.2491
2.2185
2.601
3.06
3.4425
3.825
4.0239
4.2075
4.0239
3.825
1.53
1.3
1.235
1.17
1.3
1.43
1.69
1.95
2.275
2.6
2.73
2.6
2.275
1.95
1.911
1.885
2.21
2.6
2.925
3.25
3.419
3.575
3.419
3.25
1.3
0.9
0.84
0.78
0.876
0.96
1.128
1.296
1.488
1.68
1.704
1.596
1.404
1.2
1.152
1.116
1.296
1.5
1.704
1.896
2.016
2.136
2.016
1.896
0.9
0.75
0.7
0.65
0.73
0.8
0.94
1.08
1.24
1.4
1.42
1.33
1.17
1
0.96
0.93
1.08
1.25
1.42
1.58
1.68
1.78
1.68
1.58
0.75
0.6
0.56
0.52
0.584
0.64
0.752
0.864
0.992
1.12
1.136
1.064
0.936
0.8
0.768
0.744
0.864
1
1.136
1.264
1.344
1.424
1.344
1.264
0.6
0.37
0.333
0.296
0.333
0.37
0.4292
0.481
0.5402
0.592
0.5402
0.481
0.4292
0.37
0.333
0.296
0.333
0.37
0.4292
0.481
0.5402
0.592
0.5402
0.481
0.37
