28,"[7, 8]",48,94.12%
29,[16],2,3.92%
30,[16],2,3.92%
31,[16],1,1.96%
33,[16],1,1.96%
34,[16],17,33.33%
34,"[16, 19]",12,23.53%
34,[19],12,23.53%
34,"[6, 16]",11,21.57%
34,[6],11,21.57%
34,"[6, 16, 19]",8,15.69%
34,"[6, 19]",8,15.69%
34,"[14, 16, 19]",5,9.80%
34,"[14, 16]",5,9.80%
34,"[14, 19]",5,9.80%
34,[14],5,9.80%
34,"[6, 14, 16, 19]",4,7.84%
34,"[6, 14, 16]",4,7.84%
34,"[6, 14, 19]",4,7.84%
34,"[6, 14]",4,7.84%
34,"[6, 9, 16]",3,5.88%
34,"[6, 9]",3,5.88%
34,"[9, 16]",3,5.88%
34,[9],3,5.88%
34,"[6, 9, 16, 19]",2,3.92%
34,"[6, 9, 19]",2,3.92%
34,"[9, 16, 19]",2,3.92%
34,"[9, 19]",2,3.92%
34,"[15, 16, 19]",1,1.96%
34,"[15, 16]",1,1.96%
34,"[15, 19]",1,1.96%
34,[15],1,1.96%
34,"[6, 9, 14, 16]",1,1.96%
34,"[6, 9, 14, 19]",1,1.96%
34,"[6, 9, 14]",1,1.96%
34,"[9, 14, 16, 19]",1,1.96%
34,"[9, 14, 16]",1,1.96%
34,"[9, 14, 19]",1,1.96%
34,"[9, 14]",1,1.96%
34,"[14, 15, 16, 19]",0,0.00%
34,"[14, 15, 16]",0,0.00%
34,"[14, 15, 19]",0,0.00%
34,"[14, 15]",0,0.00%
34,"[6, 14, 15, 16]",0,0.00%
34,"[6, 14, 15, 19]",0,0.00%
34,"[6, 14, 15]",0,0.00%
34,"[6, 15, 16, 19]",0,0.00%
34,"[6, 15, 16]",0,0.00%
34,"[6, 15, 19]",0,0.00%
34,"[6, 15]",0,0.00%
34,"[6, 9, 14, 15]",0,0.00%
34,"[6, 9, 15, 16]",0,0.00%
34,"[6, 9, 15, 19]",0,0.00%
34,"[6, 9, 15]",0,0.00%
34,"[9, 14, 15, 16]",0,0.00%
34,"[9, 14, 15, 19]",0,0.00%
34,"[9, 14, 15]",0,0.00%
34,"[9, 15, 16, 19]",0,0.00%
34,"[9, 15, 16]",0,0.00%
34,"[9, 15, 19]",0,0.00%
34,"[9, 15]",0,0.00%
36,[16],16,31.37%
36,"[6, 16]",13,25.49%
36,[6],13,25.49%
36,"[16, 19]",10,19.61%
36,[19],10,19.61%
36,"[6, 16, 19]",9,17.65%
36,"[6, 19]",9,17.65%
36,"[14, 16, 19]",4,7.84%
36,"[14, 16]",4,7.84%
36,"[14, 19]",4,7.84%
36,[14],4,7.84%
36,"[6, 14, 16, 19]",4,7.84%
36,"[6, 14, 16]",4,7.84%
36,"[6, 14, 19]",4,7.84%
36,"[6, 14]",4,7.84%
36,"[6, 9, 16]",2,3.92%
36,"[6, 9]",2,3.92%
36,"[9, 16]",2,3.92%
36,[9],2,3.92%
36,"[15, 16, 19]",1,1.96%
36,"[15, 16]",1,1.96%
36,"[15, 19]",1,1.96%
36,[15],1,1.96%
36,"[6, 9, 16, 19]",1,1.96%
36,"[6, 9, 19]",1,1.96%
36,"[9, 16, 19]",1,1.96%
36,"[9, 19]",1,1.96%
36,"[14, 15, 16, 19]",0,0.00%
36,"[14, 15, 16]",0,0.00%
36,"[14, 15, 19]",0,0.00%
36,"[14, 15]",0,0.00%
36,"[6, 14, 15, 16]",0,0.00%
36,"[6, 14, 15, 19]",0,0.00%
36,"[6, 14, 15]",0,0.00%
36,"[6, 15, 16, 19]",0,0.00%
36,"[6, 15, 16]",0,0.00%
36,"[6, 15, 19]",0,0.00%
36,"[6, 15]",0,0.00%
36,"[6, 9, 14, 15]",0,0.00%
36,"[6, 9, 14, 16]",0,0.00%
36,"[6, 9, 14, 19]",0,0.00%
36,"[6, 9, 14]",0,0.00%
36,"[6, 9, 15, 16]",0,0.00%
36,"[6, 9, 15, 19]",0,0.00%
36,"[6, 9, 15]",0,0.00%
36,"[9, 14, 15, 16]",0,0.00%
36,"[9, 14, 15, 19]",0,0.00%
36,"[9, 14, 15]",0,0.00%
36,"[9, 14, 16, 19]",0,0.00%
36,"[9, 14, 16]",0,0.00%
36,"[9, 14, 19]",0,0.00%
36,"[9, 14]",0,0.00%
36,"[9, 15, 16, 19]",0,0.00%
36,"[9, 15, 16]",0,0.00%
36,"[9, 15, 19]",0,0.00%
36,"[9, 15]",0,0.00%
37,[16],16,31.37%
37,"[6, 16]",13,25.49%
37,[6],13,25.49%
37,"[16, 19]",10,19.61%
37,[19],10,19.61%
37,"[6, 16, 19]",9,17.65%
37,"[6, 19]",9,17.65%
37,"[14, 16, 19]",4,7.84%
37,"[14, 16]",4,7.84%
37,"[14, 19]",4,7.84%
37,[14],4,7.84%
37,"[6, 14, 16, 19]",4,7.84%
37,"[6, 14, 16]",4,7.84%
37,"[6, 14, 19]",4,7.84%
37,"[6, 14]",4,7.84%
37,"[6, 9, 16]",2,3.92%
37,"[6, 9]",2,3.92%
37,"[9, 16]",2,3.92%
37,[9],2,3.92%
37,"[15, 16, 19]",1,1.96%
37,"[15, 16]",1,1.96%
37,"[15, 19]",1,1.96%
37,[15],1,1.96%
37,"[6, 9, 16, 19]",1,1.96%
37,"[6, 9, 19]",1,1.96%
37,"[9, 16, 19]",1,1.96%
37,"[9, 19]",1,1.96%
37,"[14, 15, 16, 19]",0,0.00%
37,"[14, 15, 16]",0,0.00%
37,"[14, 15, 19]",0,0.00%
37,"[14, 15]",0,0.00%
37,"[6, 14, 15, 16]",0,0.00%
37,"[6, 14, 15, 19]",0,0.00%
37,"[6, 14, 15]",0,0.00%
37,"[6, 15, 16, 19]",0,0.00%
37,"[6, 15, 16]",0,0.00%
37,"[6, 15, 19]",0,0.00%
37,"[6, 15]",0,0.00%
37,"[6, 9, 14, 15]",0,0.00%
37,"[6, 9, 14, 16]",0,0.00%
37,"[6, 9, 14, 19]",0,0.00%
37,"[6, 9, 14]",0,0.00%
37,"[6, 9, 15, 16]",0,0.00%
37,"[6, 9, 15, 19]",0,0.00%
37,"[6, 9, 15]",0,0.00%
37,"[9, 14, 15, 16]",0,0.00%
37,"[9, 14, 15, 19]",0,0.00%
37,"[9, 14, 15]",0,0.00%
37,"[9, 14, 16, 19]",0,0.00%
37,"[9, 14, 16]",0,0.00%
37,"[9, 14, 19]",0,0.00%
37,"[9, 14]",0,0.00%
37,"[9, 15, 16, 19]",0,0.00%
37,"[9, 15, 16]",0,0.00%
37,"[9, 15, 19]",0,0.00%
37,"[9, 15]",0,0.00%
39,[16],6,11.76%
39,"[16, 6]",2,3.92%
39,[6],2,3.92%
39,"[16, 9, 6]",1,1.96%
39,"[16, 9]",1,1.96%
39,"[9, 6]",1,1.96%
39,[9],1,1.96%
40,[16],4,7.84%
40,"[16, 6]",1,1.96%
40,[6],1,1.96%
