0.3388,0.625142662,0.87432819,8.830546844,4.6669,5.424208033,33.09037995,24.84162595,26.52554391
0.3401224,0.651777676,0.818903857,8.960468497,4.6669,5.271341234,33.28236463,25.04982043,26.25338423
0.3414448,0.658134486,0.893464884,8.861608053,4.6669,5.369344869,33.36847915,25.12934972,26.84141953
0.3427672,0.657339767,0.894749698,8.861683524,4.6669,5.379983047,33.56818881,25.26763949,27.03928026
0.3440896,0.656545048,0.896034519,8.861682248,4.6669,5.390602307,33.76764519,25.40681574,27.2378755
0.345412,0.667791114,0.895460286,8.89033877,4.6669,5.331604266,33.8963104,25.54763829,27.33264869
0.3467344,0.666996393,0.896722963,8.890402193,4.6669,5.340988978,34.09614669,25.6866879,27.52541623
0.3480568,0.676898763,0.860607172,8.960479817,4.6669,5.290264007,34.41439041,26.01037709,27.32073552
0.3493792,0.647852276,0.879308361,8.917020605,4.6669,5.297960345,34.4968324,26.31557701,27.73484069
0.3507016,0.677560348,0.898187615,8.82795686,4.6669,5.235258278,34.62195172,27.10757704,27.95313544
0.352024,0.675858283,0.899916329,8.916997574,4.6669,5.314639502,34.82318105,26.80839257,28.26935211
0.3533464,0.683731809,0.863407703,9.005030703,4.6669,5.22032109,35.07772538,26.36661265,27.65163907
0.3546688,0.654362492,0.883206812,8.941678234,4.6669,5.275191203,35.23108518,27.27891968,28.41195822
0.3559912,0.685514883,0.901828275,8.941705099,4.6669,5.282680329,35.35025247,27.61780555,28.69072955
0.3573136,0.652773035,0.886605043,8.941679415,4.6669,5.290169776,35.63177089,27.5547394,28.7815492
0.358636,0.661667421,0.885341918,8.964675343,4.6669,5.247119447,36.01257426,27.71417788,28.80669196
0.3599584,0.695171471,0.903723001,8.964697274,4.6669,5.253885214,36.2593936,28.03710725,29.20034013
0.3612808,0.69437674,0.905071167,8.964696068,4.6669,5.261216584,36.45720368,28.17527039,29.37435113
0.3626032,0.65936001,0.878407525,8.991178139,4.6669,5.30036055,41.63053065,28.15361518,30.33589585
