0.3388,0.876548499,0.876402186,4.6669,5.06E-05,0.188110581,25.92109635,0.099034638,0.899731473
0.3401224,0.913686587,0.913545127,4.6669,4.83E-05,0.197886095,25.94313157,0.099667882,0.908704267
0.3414448,0.900270587,0.900122564,4.6669,5.16E-05,0.203831842,26.14334779,0.099098039,0.905419133
0.3427672,0.897868762,0.897719479,4.6669,5.29E-05,0.204122309,26.28125765,0.0988448,0.910954038
0.3440896,0.895463107,0.895312562,4.6669,5.42E-05,0.204412798,26.41942078,0.099098116,0.91625429
0.345412,0.917369889,0.917217657,4.6669,5.01E-05,0.204316585,26.56378923,0.098971523,0.920701596
0.3467344,0.914968957,0.914815443,4.6669,5.13E-05,0.204605582,26.702079,0.098718285,0.925420798
0.3480568,0.92045736,0.920312427,4.6669,5.21E-05,0.204516882,26.84328147,0.099098247,0.930505024
0.3493792,0.933101578,0.932941225,4.6669,5.00E-05,0.199746382,26.78338129,0.099604837,0.946185947
0.3507016,0.932057848,0.93189994,4.6669,5.03E-05,0.205093572,27.17127644,0.099161648,0.944278954
0.352024,0.929662327,0.929503231,4.6669,5.10E-05,0.205381003,27.2610635,0.099098366,0.946942138
0.3533464,1.069026442,1.000009912,5.58137659,6.02E-05,0.364088076,27.26612911,0.098274893,1.144159835
0.3546688,0.94736521,0.947198922,4.6669,5.02E-05,0.198963863,27.35705591,0.099478375,0.964198646
0.3559912,0.946756619,0.946593178,4.6669,5.05E-05,0.205871667,27.68163158,0.099098501,0.96382622
0.3573136,0.942546199,0.942377258,4.6669,5.07E-05,0.199478072,27.63312891,0.099605094,0.974598023
0.358636,0.964053862,0.963882882,4.6669,5.01E-05,0.197984353,27.79408706,0.099731786,0.975447298
0.3599584,0.96384649,0.963678658,4.6669,5.04E-05,0.206366365,28.10257959,0.099035318,0.980706582
0.3612808,0.961446028,0.961276838,4.6669,5.07E-05,0.20665126,28.24048945,0.099098683,0.985463036
0.3626032,0.941895699,0.941744571,4.6669,4.84E-05,0.198715018,30.952082,0.099414811,1.053955523
0.3639256,0.915806811,0.915646388,4.6669,5.88E-05,0.207587672,28.50681125,0.09916208,0.992919918
0.365248,0.937091869,0.93693821,4.6669,4.82E-05,0.19921414,31.32731329,0.0994148,1.065800068
0.3665704,0.998125552,0.997948257,4.6669,5.33E-05,0.203189063,28.60179057,0.099162172,1.006194754
0.3678928,0.956117612,0.955960775,4.6669,4.86E-05,0.198019408,31.62073582,0.099478202,1.075029896
0.3692152,0.953712089,0.95355395,4.6669,4.82E-05,0.198261879,31.83589543,0.09947844,1.083864866
0.3705376,0.957075049,0.956913792,4.6669,4.90E-05,0.207910386,27.91262111,0.098655314,0.99118029
0.37186,0.981723862,0.981559867,4.6669,4.92E-05,0.190346903,28.14095119,0.098845321,1.002872092
0.3731824,0.92326253,0.923092425,4.6669,5.96E-05,0.209214218,29.47990528,0.099035776,1.029183685
0.3745048,0.976858554,0.976691904,4.6669,4.93E-05,0.190725978,28.40448693,0.09878237,1.012336579
0.3758272,0.947450899,0.94728437,4.6669,5.32E-05,0.209038498,28.12056246,0.098908764,1.000633691
0.3771496,0.934113974,0.934112981,4.6669,5.46E-05,0.210454345,29.88818941,0.098719323,1.041553478
0.378472,1.028097372,1.000006458,4.6669,5.69E-05,0.23451882,30.28469602,0.099099162,1.195348956
0.3797944,0.962835845,0.962682453,4.6669,4.67E-05,0.191467652,27.63515508,0.098845142,1.002637268
